ID	LastName	FirstName	Title	Narrative	CrossRef	Index
person124	"MacGregor"	"James"	""	"James MacGregor (1832-1910; ODNB), Church of Scotland minister. St Andrews University; minister of St Cuthbert's, Edinburgh, 1873-1910; a chaplain in Scotland to Queen Victoria, Edward VII, and George V; distinguished preacher who helped strengthen the established church after the Disruption of 1843 and resisted pressure for disestablishment. "		
person125	"Montagu-Douglas-Scott"	"William Henry Walter"	""	"William, 6th Duke of Buccleuch and 8th Duke of Queensbury (1831-1914; WWW), owner of Montagu House, Whitehall, one of the most impressive private residences in London; m. Lady Louisa Jane-Hamilton (d. 1912)."		
person126	"Pryke"	"William Emmanuel"	""	"William Pryke (1843-1920; WWW), vicar, Ottery St Mary, 1900-8. St John's Coll., Cambridge; proctor in Canterbury convocation,1906-10, 1911-18; canon, Exeter Cathedral, 1908-20; chancellor, Exeter Cathedral, 1915-20."		
person128	"Davidson"	"Randall"	""	"Randall Davidson (1840-1930; ODNB), archbishop of Canterbury, 1903-28. Trinity Coll., Oxford; dean of Windsor and chaplain to Queen Victoria, 1883-91; bishop of Rochester, 1891-5, and Winchester, 1895-1903; close to royalty and had access to the highest levels of government; intervened in public affairs on what he considered to be non-partisan lines in order to maintain the delicate balance of church and state; longest-serving primate of All England since the Reformation; discouraged Henson's appointment to the Hereford bishopric, but wrote warmly to him and at length on his translation to Durham: 6 June 1920, HHH108; Baron Davidson of Lambeth 1928."		
person130	"Lang"	"Cosmo Gordon"	""	"Cosmo Gordon Lang (1864-1945; ODNB), archbishop of Canterbury, 1928-42. Glasgow University; Balliol Coll., Oxford; fellow, All Souls Coll., Oxford, 1888-93,1897-28; dean, Magdalen Coll., Oxford, 1893-1901; vicar, St Mary's Oxford, 1894-96, and Portsea, 1896-1901; suffragan bishop of Stepney, 1901-08; archbishop of York, 1909-28; rival of Henson at All Souls and in the Church, especially as a high churchman who became archbishop after experience only as a suffragan bishop; never forgiven by Henson for boycotting his consecration as bishop of Hereford, not on personal grounds but as an act of treason to All Souls: <i>Cyril Alington, A Dean's Apology</i> (1952), 423; supposedly complained that his official portrait made him seem 'pompous, pious and prelatical', to which Henson allegedly retorted, 'And to which of those epithets does Your Grace object?'; Baron Lang of Lambeth, 1942."		
person131	"[Gascoyne-]Cecil"	"[Edgar Algernon] Robert"	"Lord"	"Lord Robert [Gascoyne-] Cecil, (1864-1958, ODNB), Viscount Cecil of Chelwood (1923), politician and peace campaigner. Third son of 3rd Marquess of Salisbury; University Coll., Oxford; MP (C), 1906-10; MP (Ind. C), 1911-23; junior minister, foreign office 1915-16; minister of blockade, 1916-18; president, League of Nations Union, 1923-45; lord privy seal, 1923-4; chancellor, duchy of Lancaster, 1924-7; Nobel peace prize, 1937; devout high anglican; publications include <i>Our National Church</i>, 1913."		
person132	"Liddell"	"Frederick Francis"	"Sir"	"Sir Frederick Liddell (1865-1950; WWW), ecclesiastical commissioner, 1944-8. Christ Church Coll., Oxford; fellow, All Souls Coll., Oxford, 1891; brother of the Alice of Alice in Wonderland."		
person134	"Oxenham"	"Ernest Henry"	""	"[Ernest] Henry Oxenham (b. 1880), harness maker, 1901; electric tram driver, 1911."		
person137	"Irish"	"Charles"	""	"Charles Irish (1878-1939), office shorthand clerk, 1901."		
person140	"Fraser"	"Edward William"	""	"Edward Fraser (b. 1869), bath attendant, 1901."		
person141	"Mansfield"	"John William"	""	"John Mansfield (1850-1902), caretaker, 1901."		
person142	"Baron"	"William"	""	"Either William Baron (b. 1843), wine cooper [father], or Ernest Baron (b. 1879), printer-machine minder [son]."		
person144	"Ward"	"Charles Wright"	""	"Charles Ward (b. 1874), verger and tower keeper, St Margaret's, Westminster."		
person149	"Roberts"	"William"	""	"William Roberts (b. 1853), door keeper, Foreign Office, 1891, head door keeper, 1901."		
person148	"Sinclair"	"James Edward"	""	"James Sinclair (b. 1850), physician."		
person150	"Mills"	"William"	""	"William Mills (b. 1855), office clerk and librarian, Irish Office."		
person152	"Griffin"	"Frederick"	""	"Frederick Griffin (b. 1843), housekeeper/railway servant, 1901."		
person151	"Fulford"	"James"	""	"James Fulford (b. 1843), cooper and brush dealer, 1901."		
person154	"Brown"	"Alex"	""	"Either Alex Brown (b. 1835), retired police officer [father] or Alex Brown (b. 1876), clerk [son]."		
person153	"Bassett"	"George"	""	"George Bassett (b. 1858), caretaker, 1901."		
person156	"Fedarb"	"Edwin Horatio"	""	"Edwin Horatio Fedarb (1841-1933), choirmaster, St Margaret's, Westminster, 1889-96; people's churchwarden, 1904-23; headmaster of St Margaret's school."		
person155	"Thrussell"	"John Charles"	""	"John Thrussell (1873-1930), parliamentary agents clerk."		
person160	"Pinnington"	"Alfred Henry"	""	"Alfred Pinnington (b. 1889), principal tenor, St. Margaret's choir, Westminster."		
person159	"Scholes"	"John Wacher"	""	"John Scholes (1866-1949), schoolmaster, St Margaret's Church of England School, New Tothill St.; m. (1893) Jane Slaughter."		
person163	"Henry"	"Frank"	""	"Frank Henry, principal alto, St. Margaret's choir, Westminster."		
person166	"Winnington Ingram"	"Arthur Foley"	""	"Arthur Winnington Ingram (1858-1946; ODNB), bishop of London, 1901-39. Keble Coll., Oxford; succeeded Henson as head of Oxford House, 1888-97; suffragan bishop of Stepney, 1897-1901; officiated at Henson's marriage, but in 1904 denounced him from the pulpit of Ely Cathedral for contesting literal views of the Resurrection; Henson replied in an open letter in <i>The value of the Bible: and other sermons</i> (1904). Henson was a severe critic of his general performance as bishop: Braley, <i>Letters</i>, 8, and Journal, 26 May 1946. "		
person165	"Wilson"	"Leo"	""	"Leo Wilson, principal bass, St. Margaret's choir, Westminster."		
person170	"Perkins"	"Jocelyn Henry Temple"	""	"Jocelyn Perkins (1870-1962; WWW), minor canon and sacrist, Westminster Abbey, 1899-1958. Magdalen, Coll., Oxford; curate, St. Margaret's, Westminster, 1900; secretary, central council of diocesan conferences, 1901-7; conductor, St Margaret's Musical Society, 1902-15; assistant member, College of St Saviour, Southwark, 1903-19; author of numerous publications on Westminster Abbey."		
person169	"Wilson"	"Bernard Robert"	""	"Bernard Wilson (1857-1909; WWW), head of Oxford House and rector, Bethnal Green, 1898-1901. Keble Coll., Oxford; curate, All Hallows, Barking, 1891-2; rector, Kettering, 1892-8; hon. canon, Winchester, 1901-9."		
person171	"Temple"	"Frederick"	""	"Frederick Temple (1821-1902; ODNB), archbishop of Canterbury, 1896-1902. Balliol Coll., Oxford; headmaster of Rugby, 1858-69; bishop of Exeter, 1869-85, and London, 1885-96; social and educational reformer; at his memorial service in Westminster Abbey, Henson invoked his 'honoured' name in appealing to nonconformists for unity on the question of religious education in state schools: 'Memorial services', Times, 29 Dec. 1902, 5; admired by Henson for resisting demands of ritualists within the Church: Journal, 14 Jan. 1900."		
person172	"Browne"	"George Forrest"	""	"George Browne (1833-1930; WWW), bishop of Bristol, 1897-1914. St. Catharine's Coll., Cambridge; Disney professor of archaeology, 1887-92; canon, St Paul's Cathedral, 1891-7; suffragan bishop of Stepney, 1895-7."		
person173	"Kennion"	"George Wyndham"	""	"George Kennion (1845-1922; WWW), bishop of Bath and Wells, 1894-1921; bishop of Adelaide, 1882-94."		
person175	"Turner"	"Charles"	""	"Charles Turner (1842-1923; WWW), suffragan bishop of Islington, 1898-1923. Trinity Coll., Cambridge; prebendary, St. Paul's Cathedral, 1893-1912."		
person174	"Harrison"	"William"	""	"William Harrison (1837-1920; WWW), bishop of Glasgow and Galloway, 1888-1903; assistant bishop of Ely, 1903-17."		
person177	"Barry"	"Alfred"	""	"Alfred Barry (1826-1910; ODNB), rector, St James, Piccadilly, 1895-1900. Trinity Coll., Cambridge; bishop of Sydney, 1884-9; assistant to bishop of London, 1896-1904; canon, St George's Chapel, Windsor, 1891-1910; officiated at the funeral of Charles Darwin."		
person176	"Glyn"	"Edward Carr"	""	"Edward Glyn (1843-1928; WWW), bishop of Peterborough, 1897-1916. University Coll., Oxford."		
person179	"Hanham"	"John Alexander"	"Sir"	"Sir John Hanham (1854-1911; WWW), 9th baronet (1877), apparitor-general of province and diocese of Canterbury, 1885-1911. Magdalen Coll., Oxford."		
person178	"Ridgeway"	"Frederick"	""	"Frederick Ridgeway (1848-1921; WWW), suffragan bishop of Kensington, 1901-11; bishop of Salisbury, 1911-21."		
person180	"Howard"	"David"	""	"David Howard (1839-1916; ODNB), chemical manufacturer who established a new plant at Ilford at the turn of the century; m. (1865) Anna [n&eacute;e Jowitt]."		
person181	"Johnson [n&eacute;e Perry]"	"Emily Ann"	""	"Emily Johnson [n&eacute;e Perry] (1832-1908), wife of Henry Johnson, bishop of Colchester (1895-1908)."		
person184	"Montague Smith"	"Henry Herbert"	""	"Henry Montague Smith (b. 1851), people's churchwarden, St. Margaret's, Westminster (resigned 1904), and member of its restoration committee; unsuccessful parliamentary candidate (Ind C), Westminster, 1900; businessman, involved with the management of the Charing Cross to Hampstead railway. "		
person182	"Festing"	"Susan Beatrice"	""	"Susan Festing (1847-1905), sister of John Wogan Festing, bishop of St Alban's (1890-1902)."		
person185	"Du Cane"	"Edmund Frederick"	"Sir"	"Sir Edmund Du Cane (1830-1903; ODNB), military officer, and first chairman of the Prison Commission, 1877-95. "		
person186	"Romilly"	"John Gaspard Le Merchant"	""	"John Gaspard Le Merchant Romilly (1866-1905; WWW), 3rd Baron Romilly (1891). Military career, serving in South African War, 1900-1."		
person187	"Farrar"	"Frederic William"	""	"Frederic Farrar (1831-1903; ODNB), dean of Canterbury 1895-1903. King's Coll., London; Trinity Coll., Cambridge; canon, Westminster Abey, and rector, St Margaret's, 1876-95; liberal in politics and theological liberal; renowned preacher; author of the moralizing school story, <i>Eric, or, Little by Little</i> (1858). "		
person188	"McArthur"	"Charles"	""	"Charles McArthur (1844-1910; ODNB), businessman and MP (LU), Liverpool, Exchange, 1897-1906, and (C), Liverpool, Kirkdale, 1907-10. Strong evangelical and opponent of ritualism, who introduced the Ecclesiastical Disorders Bill, 1908."		
person189	"Green"	"Frank"	""	"Frank Green (b. 1885), one of Henson's young charges at Ilford. Pupil at Laleham School, Cliftonville, Margate, 1901."		
person191	"Ince"	"William"	""	"William Ince (1825-1910; ODNB), regius professor of divinity and canon, Christ Church Coll., Oxford, 1878-1910. King's Coll., London, and Lincoln Coll., Oxford; moderate high-church sympathies."		
person193	"Hicks-Beach"	"Michael"	""	"Michael Hicks-Beach (1837-1916; ODNB), viscount St Aldwyn (1906), 1st earl St Aldwyn (1915), chancellor of the exchequer, 1885-6, 1895-1902. Christ Church, Oxford; MP (C), 1864-1906; 'Father of the House'; member of restoration committee, St Margaret's, Westminster, 1905-6: <i>Retrospect</i>, I, 142; Conservative free trader; opposed Liberal social reforms in the Lords; chairman, Royal Commission on Ecclesiastical Discipline, 1904-6; ecclesiastical commissioner, 1908-16. "		
person192	"Gully"	"William Court"	""	"William Gully (1835-1909; ODNB), speaker of the House of Commons, 1895-1905. Trinity Coll., Cambridge; MP (GL) Carlisle, 1886-1905; 1st viscount Selby (1905)."		
person194	"Ritchie"	"Charles Thomson"	""	"Charles Ritchie (1838-1906; ODNB), MP (C), Croydon 1895-1905; home secretary, 1900-2; ecclesiastical commissioner, 1901-6; chancellor of the exchequer, 1902-3; one of the Conservative free-trade ministers who resigned from Balfour's Cabinet during the tariff reform controversy; 1st baron Ritchie of Dundee (1905)."		
person195	"Bartley"	"George Christopher Trout"	"Sir"	"Sir George Bartley (1842-1910; ODNB), MP (C), North Islington, 1885-1906. Founder, National Penny Bank, 1875."		
person197	"Leighton"	"Stanley"	""	"Stanley Leighton (1837-1901; ODNB), MP (C), Oswestry, 1885-1901. Balliol Coll., Oxford; MP, North Shropshire, 1876-85; antiquarian, active in the Society for the Protection of Ancient Buildings."		
person196	"Wodehouse"	"Armine"	""	"Armine Wodehouse (1860-1901; WWW), MP (L), Saffron Walden, 1900-1. Private secretary to secretaries of state for colonies, 1880-2, India, 1882-5, 1886, 1892-4, and foreign affairs, 1894-5."		
person198	"Price Hughes [n&eacute;e Barrett]"	"[Mary] Katherine"	""	"[Mary] Katherine Price Hughes [n&eacute;e Barrett] (1853-1948), founder and organiser, Sisters of the People, Wesleyan social workers attached to the West London Mission."		
person200	"Ashley Cooper"	"Anthony"	""	"Anthony Ashley Cooper, 9th earl of Shaftesbury (1869-1961; WWW), landowner and public servant. Member, Church Assembly; president, English Church Union, 1922."		
person202	"Eyre"	"Douglas"	""	"Douglas Eyre (1860-1935), vice-president of Oxford House. Presented with retirement present in honour of twenty-five years' service in 1909: Times, 27 Jan. 1909, 11; hon. sec., federation of working men's clubs; member, Church Reform League; member, archbishops' committee on church and state, 1914-16."		
person201	"Stock"	"Elliott"	""	"Elliot Stock (1838-1911), publisher and bibliophile. His company, founded 1859, specialised in religious works in its early years."		
person205	"Cunliffe"	"Foster Hugh Egerton"	"Sir"	"Sir Foster Cunliffe (1875-1916; WWW), 6th baronet (1905), historian and fellow, All Souls Coll. Oxford. New Coll., Oxford; author of <i>The history of the Boer war</i> (2 vols, 1901-4); first class cricketer; killed in action."		
person203	"Warre"	"Edmond"	""	"Edmond Warre (1837-1920; WWW), headmaster of Eton, 1884-1905. Balliol Coll., Oxford; fellow, All Souls Coll., Oxford, 1859; ord. 1867; housemaster of Sir William Anson."		
person206	"Baddeley"	"Vincent Wilberforce"	"Sir"	"Sir Vincent Baddeley (1874-1961; WWW), civil servant. Pembroke Coll., Oxford; private secretary to first lords of the Admiralty,1901-11; assistant secretary, Admiralty, 1921-31, and deputy secretary, 1931-5; director, Alliance Assurance Co., 1935-53. "		
person208	"Beeching"	"Henry Charles"	""	"Henry Beeching (1859-1919; ODNB), canon, Westminster, 1902-11. Balliol Coll., Oxford; preacher, Lincoln's Inn, 1904-12; dean of Norwich, 1911-19; literary scholar whose publications included 'The Anglican spirit in literature', in H. Henson (ed.), <i>Church problems: a view of modern Anglicanism</i> (1900)."		
person207	"Goudy"	"Henry"	""	"Henry Goudy (1848-1921; ODNB), regius professor of English law, Oxford, 1893-1917. Glasgow, Edinburgh and Königsberg Univs.; fellow, All Souls Coll., Oxford, 1894-1921; founder and first vice-president of the Grotius Society, 1915-21."		
person209	"Allen"	"Roland"	""	"Roland Allen (1868-1947; ODNB), missionary and religious writer. St John's Coll., Oxford; present in Peking [Beijing] during the Boxer uprising (1900); diaries of the episode published as <i>The siege of the Peking legations</i> (1901)."		
person210	"Urquhart"	"Francis Fortescue [Sligger]"	""	"Francis Urquhart (1868-1934; ODNB), student and fellow, Balliol Coll., Oxford. Bachelor don renowned for his contribution to the camaraderie of his college as junior dean, 1896-1907, domestic bursar, 1907-19, and dean, 1918-34."		
person212	"Wace"	"Henry"	""	"Henry Wace (1836-1924; ODNB), leading scholar, administrator, and evangelical within the Church. Brasenose Coll., Oxford; professor of ecclesiastical history, King's College, London, 1875-83, and principal, 1883-1903; chaplain to Queen Victoria 1889-1901, and Edward VII, 1901-3; dean of Canterbury, 1903-24; opposed Henson's appointment to the bishopric of Hereford."		
person211	"Woollcombe"	"Henry St. John Stirling"	""	"Henry Woollcombe (1869-1941; WWW), curate, Stepney, 1895-1901, and head of Oxford House, 1901-9. Keble Coll., Oxford; suffragan bishop of Whitby, 1923-39, and Selby, 1939-40."		
person213	"Riley"	"[John] Athelstan"	""	"Athelstan Riley (1858-1945; WWW), ecclesiologist, antiquary, and leading lay churchman. Pembroke Coll., Oxford; member, House of Laymen, province of Canterbury, 1892, and later Church Assembly; as member of London School Board from 1891 fought for Christian religious teaching in its schools, and defended Church schools in the education controversies of the 1900s; vice-president, English Church Union; major contributer to <i>The English Hymnal</i> (1906); supported re-union of the Church of England with the Eastern churches: Times, 19 Nov., 1945, 6."		
person215	"Asquith"	"Herbert Henry"	""	"Henry Asquith (1852-1928; ODNB), MP (L) East Fife, 1886-1918, Paisley, 1920-25. Balliol Coll., Oxford; influenced by T.H. Green, advanced the agenda of Liberal progressivism in government; home secretary, 1892-5; chancellor of the exchequer, 1905-8; prime minister, 1908-16; leader of 'Asquithian' Liberal party, 1918-23, and reunited Liberal party, 1923-26; 1st earl of Oxford and Asquith (1925); one of the 'decisive figures' of Henson's life - 'he sent me to the North, and I ever felt that the fact added something considerable to the justification of my coming there': Braley, <i>More Letters</i>, 49; "		
person214	"Fremantle"	"William"	""	"William Fremantle (1831-1916; ODNB), dean of Ripon, 1895-1915. Balliol Coll., Oxford; fellow, All Souls Coll., Oxford, 1854-64, and Balliol Coll., 1883-94; Bampton lectures, 1883; rector, St Mary's, Bryanston Sq., 1866-83; canon, Canterbury, 1882-95; a prominent liberal theologian, his publications included <i>Natural Christianity</i> (1911)"		
person216	"Gow"	"James"	""	"James Gow (1854-1923; WWW), headmaster, Westminster School, 1901-1919. Trinity Coll., Cambridge; headmaster, High School, Nottingham, 1885-1901; publications include <i>A companion to school classics</i> (1888)."		
person218	"Roberts"	"Frederick Sleigh"	""	"Frederick Roberts (1832-1914; ODNB), 1st Earl of Kandahar, Pretoria, and Waterford (1901), field-marshal. Prominent role in Britain's wars in India, Afghanistan, and South Africa; VC, 1858; commanded British forces in South Africa, 1900; commander-in-chief, British Army, 1900-4; president, National Service League, 1905-14."		
person219	"Cadogan"	"George"	""	"George, 5th earl Cadogan (1840-1915; ODNB), large London landowner, and lord lieutenant of Ireland, 1895-1902; active in social reforms and church benefactions in Chelsea."		
person221	"Lock"	"Walter"	""	"Walter Lock (1846-1933; ODNB), warden, Keble Coll., Oxford, 1897-1920, professor of exegesis of holy scripture, Oxford, 1897-1919, and Lady Margaret professor of divinity and canon, Christ Church Coll., Oxford, 1919-27. Corpus Christi, Coll., Oxford; contributor to <i>Lux Mundi</i>; first general editor, <i>Westminster Commentaries on the Revised Version</i>. "		
person220	"Butler"	"Richard William"	""	"Richard Butler (1844-1928), British dramatist and editor of <i>The Referee</i>, 1891-1921."		
person222	"Saxton"	"Albert Thomas"	""	"Albert Saxton (1884-1959), young mentee of Henson's while attached to St. Margaret's, Westminster. Queen's Coll., Oxford; brother of Edwin and Rosa."		
person223	"Parker"	"Joseph"	""	"Joseph Parker (1830-1902; ODNB), minister of the City Temple, Holborn, 1876-1902. Vigorous preacher and prolific writer; ardent defender of Christianity against secularism and German biblical criticism."		
person224	"Eck"	"Herbert Vincent Shotgrave"	""	"Herbert Eck (1864-1934; WWW), rector, Bethnal Green, 1901-16. Keble Coll., Oxford; vice-principal, Ely Theological College, 1891-6; canon, Chester Cathedral, 1921-6."		
person225	"Bernard"	"John Henry"	""	"John Bernard (1860-1927; ODNB), treasurer, St. Patrick's Cathedral, 1897-1902, and dean, 1902-11. Trinity Coll., Dublin; bishop of Ossory, 1911-15; archbishop of Dublin, 1915-19; provost, Trinity Coll., Dublin, 1919-27. "		
person228	"Anson"	"William Reynell"	"Sir"	"Sir William Anson (1843-1914; ODNB), 3rd baronet (1873), (first lay) warden, All Souls Coll., Oxford, 1881-1914. Balliol Coll., Oxford; fellow, All Souls Coll., Oxford, 1867; MP (U) Oxford Univ., 1899-1914; parliamentary secretary, board of education, 1902-5; barrister and renowned legal scholar whose publications include <I>Law and custom of the constitution</i> (3 vols, 1886-1908); chairman of council, Oxford House, 1894-1914; father figure for Henson, who in tribute published <i>Memoir of the Right Honourable Sir William Anson</i> (1920)."		
person227	"Murray"	"William"	""	"William Murray (1865-1923; WWW), capt. 5th Battalion KOSB, 1899-1912. Magdalen Coll., Oxford; parliamentary candidate, 1895, 1900, 1910 (twice); MP (Coalition Unionist), 1918-22; befriended by Henson at Oxford and worked at Oxford House; confided in Henson about the troubled state of his soul: Journal, 14 July 1889."		
person229	"Perry"	"George Henry"	""	"George Perry (1854-1935; WWW), rector, St Luke's, Old St., London, 1897-1924. Keble Coll., Oxford; member, Holborn Board of Guardians, 1899-1925."		
person230	"Renshaw"	"Charles Bine"	"Sir"	"Sir Charles Renshaw (1848-1918; WWW), 1st baronet (1902). MP (C) West Renfrewshire, 1892-1906; chairman, Caledonian Railway."		
person232	"Talbot"	"John Gilbert"	""	"John Gilbert Talbot (1835-1910; WWW), MP (C) Oxford Univ., 1878-1910. Christ Church Coll., Oxford; ecclesiastical commissioner; member, Royal Commission on Ecclesiastical Discipline, 1904. "		
person234	"Lloyd George"	"David"	""	"David Lloyd George (1863-1945; ODNB), MP (L), Carnarvon, 1890-1945. Leading figure in Welsh, then British, political nonconformity and its causes, including Welsh church disestablishment and opposition to the 1902 Education Act; president of the board of trade, 1905-8; chancellor of the exchequer, 1908-15, and advocate of the 'People's budget, 1909; minister of munitions, 1915-15; secretary of state for war, 1916; prime minister of Coalition government, 1916-22; 'the man who won the war', but deeply divisive post-war figure; leader, 'Lloyd George' or 'Coalition' Liberals, 1918-23; responsible for Henson's appointment at Hereford, and translation to Durham; supported Enabling bill, 1919; leader, Liberal party, 1926-31, then 'Lloyd George' or independent Liberals, 1931-45; 1st earl Lloyd-George of Dwyfor (1945)."		
person233	"Jebb"	"Richard Claverhouse"	"Sir"	"Sir Richard Jebb (1841-1905; ODNB), regius professor of Greek, Cambridge, 1889-1905, and MP (C), Cambridge University, 1891-1906; strongly opposed Welsh disestablishment."		
person235	"Stewart"	"Mark MacTaggart"	"Sir"	"Sir Mark Stewart (1834-1923; WWW), MP (C) Stewartry of Kirkcudbright, 1885-1906, 1910. Christ Church Coll., Oxford; notable agriculturalist, philanthropist and layman in the Church of Scotland; membership of the general assembly, and its committee on the proposed union with the United Free Church."		
person237	"Benham"	"William"	""	"William Benham (1831-1910; ODNB), rector, St Edmund's, Lombard Street, 1882-1910; notable preacher and prolific author, including (with Randall Davidson), <i>Life of Archbishop Tait</i> (1891). "		
person236	"Dalrymple"	"Charles"	"Sir"	"Sir Charles Dalrymple (1839-1916; WWW), MP (C) Ipswich, 1886-1906."		
person239	"Schleswig-Holstein"	"Helena"	"Princess"	"Helena, Princess Christian of Schleswig-Holstein (1846-1923; ODNB), fifth child of Queen Victoria, m. (1866) Prince Christian of Schleswig-Holstein; keen supporter of charitable causes."		
person240	"Arnold"	"Edward"	""	"Edward Arnold (1857-1942; ODNB), publisher whose list included works by Hilaire Belloc, Leonard Woolf, and E.M. Forster."		
person241	"Bridge"	"[John] Frederick"	"Sir"	"Sir Frederick Bridge (1844-1924; ODNB), organist of Westminster Abbey, 1882-1924, and composer of church and choral music."		
person243	"Rawnsley"	"Hardwicke Drummond"	""	"Hardwicke Rawnsley (1851-1920; ODNB), vicar, Crosthwaite and rural dean, Keswick, 1883-1917, and canon, Carlisle, 1891-1920. Balliol Coll., Oxford; active in conservationist campaigns in the Lake District; co-founder of the National Trust (1894); vice-president of the Sunday Imperial Alliance."		
person242	"Knox"	"Edmund Arbuthnott"	""	"Edmund Knox (1847-1937; ODNB), leading evangelical churchman. Corpus Christi Coll., Oxford; archdeacon, Birmingham, and bishop of Coventry, 1894-1903; bishop of Manchester, 1903-21; like Henson, a critic of the Enabling Act."		
person244	"Smith"	"George Adam"	"Sir"	"Sir George Smith (1856-1942; ODNB), professor of Old Testament language, literature, and theology, Free Church College, Glasgow, 1892-1909. Principal, University of Aberdeen, 1909-35; publications include <i>Modern criticism and the Old Testament</i> (1901; Yale lectures), for which charged with heresy by the Free Church; moderator of the general assembly of the United Free Church, 1916."		
person245	"Rhodes"	"Cecil John"	""	"Cecil Rhodes (1853-1902; ODNB), imperialist, and chairman of the British South Africa Company. Prime minister of the Cape Colony 1890-5, forced to resign after failure of the Jameson Raid; endowed the Rhodes scholarships at Oxford."		
person247	"Charles"	"Arthur"	"Sir"	"Sir Arthur Charles (1839-1921; WWW), QC 1887; ecclesiastical lawyer; judge of Arches Court of Canterbury and Chancery Court of York, 1889-1903."		
person248	"Kenny"	"Courtney Stanhope"	""	"Courtney Kenny (1847-1930; ODNB), barr. 1881; law lecturer, Cambridge, and reader 1888-1907; Downing professor of laws of England, 1907-18."		
person250	"Watson"	"Edward William"	""	"Edward Watson (1859-1936; WWW), Henson's tutor as a non-collegiate student at Oxford before his final examinations, commencing a life-long friendship. St John's Coll., Oxford; curate, Holy Trinity, Birkenhead, 1885-7, where joined by Henson for six months in 1885 acting as tutor to William Rathbone's son Lyle; rector, Sutton, Bedfordshire, 1900-8; professor of ecclesiastical history, King's College, London, 1904-8; canon, Christ Church, and professor of ecclesiastical history, Oxford, 1908-34 (a position Henson had declined); often consulted by Henson, e.g. on constitutional matters in the Church requiring historical expertise (Henson to Watson, 7 Oct. 1928, HHH109/2); broad church affiliation; publications include 'The Church and Nonconformity', in H. Hensley Henson, <i>Church problems: A view of modern anglicanism</i> (1900), <i>The Church of England</i> (Home University Library, 1914); <i>Life of Bishop John Wordsworth</i> (1915)."		
person249	"Gamble"	"Henry Reginald"	""	"Henry Gamble (1859-1931; WWW), a friend of Henson and member of 'the Brotherhood'. Oriel Coll. Oxford; vicar, St Botolph's, Aldersgate, 1895-1902; rector, Holy Trinity, Sloane Street, 1902?1916; hon. chaplain to George V, 1910?1918; preacher, Lincoln's Inn, 1912-26; dean of Exeter, 1918-31."		
person251	"Robertson"	"Charles Grant"	"Sir"	"Sir Charles Robertson (1869-1948; ODNB), historian. Hertford Coll., Oxford; fellow, All Souls Coll., Oxford, 1893, and domestic bursar, 1897-1920; tutor in modern history, Magdalen Coll., Oxford, 1905-20; principal, Univ. of Birmingham, 1920-7, and vice-chancellor, 1927-38; publications include <i>England under the Hanoverians</i> (1911) and <i>Bismarck</i> (1918). "		
person253	"Fowler"	"Henry Hartley"	"Sir"	"Sir Henry Fowler (1830-1911; ODNB), Liberal politician and prominent Wesleyan. MP (L) East Wolverhampton, 1880-1908; secretary of state for India, 1895-6; chancellor, duchy of Lancaster 1905-8; 1st viscount Wolverhampton (1908); lord president of the council, 1908-10; helped secure passage of the Old Age Pensions Bill through the house of lords."		
person254	"Tomlinson"	"Harry"	""	"[possibly] Harry Tomlinson (1846-1938; WWW), senior principal, paymaster-general's office, retired 1911."		
person255	"Foster"	"[Balthazar] Walter"	""	"Walter Foster (1840-1913; ODNB), MP (L) for Chester, 1885-6, and Ilkeston, 1887-1910. Trinity Coll., Dublin; campaigned on public health issues from vaccination to sanitary reform; moderate churchman; 1st baron Ilkeston (1910)."		
person257	"Alexander"	"William"	""	"William Alexander (1824-1911; ODNB), archbishop of Armagh, 1896-1911. Exeter and Brasenose Colls., Oxford; dean of Emly, 1864-96; bishop of Derry, 1867-96; a high churchman, though retained good relations with the clergy of other churches; m. Cecil Frances Alexander [n&eacute;e Humphreys], the noted hymnist."		
person256	"Hamilton"	"[William] Robert"	""	"Robert Hamilton (priest, 1893; CCD), vicar, St George's, Wolverhampton, 1896-1902. Queen's Coll., Belfast; rector, Sutton St Anne, Southwark, 1902."		
person258	"Parker"	"Samuel Sandbach"	""	"Samuel Sandbach Parker (1837-1905), shipping merchant. Partner, Sandbach, Tinne & Co., Liverpool, and Sandbach, Parker & Co., Demerara; m. Mary Isabella Gore Booth, Ella's aunt."		
person260	"Lowe [n&eacute;e Sneyd]"	"Caroline Anne"	""	"Caroline [n&eacute;e Sneyd], Viscountess Sherbooke (1835-1914), widow of Robert Lowe, Viscount Sherbrooke, the Liberal cabinet minister (1811-92; ODNB); dedicated the eastern porch of St Margaret's to his memory in 1894."		
person259	"Potter"	"Henry Codman"	""	"Henry Potter (1834-1908; WWW), bishop of New York, 1883-1908. "		
person264	"Broadbent"	"William Henry"	"Sir"	"Sir William Broadbent (1835-1907; ODNB), physician at leading London hospitals, and to Queen Victoria, 1898, and Edward VII and Prince of Wales, 1901."		
person265	"Hamilton [n&eacute;e Fowler]"	"Edith Henrietta"	""	"Edith Hamilton [n&eacute;e Fowler], (1865-1944), novelist whose novels included For richer for poorer (1905) and Patricia (1915); biographer of her father, Sir Henry Fowler (1912)."		
